"GEO_ID","NAME","B08006_001E","B08006_001M","B08006_002E","B08006_002M","B08006_003E","B08006_003M","B08006_004E","B08006_004M","B08006_005E","B08006_005M","B08006_006E","B08006_006M","B08006_007E","B08006_007M","B08006_008E","B08006_008M","B08006_009E","B08006_009M","B08006_010E","B08006_010M","B08006_011E","B08006_011M","B08006_012E","B08006_012M","B08006_013E","B08006_013M","B08006_014E","B08006_014M","B08006_015E","B08006_015M","B08006_016E","B08006_016M","B08006_017E","B08006_017M","B08006_018E","B08006_018M","B08006_019E","B08006_019M","B08006_020E","B08006_020M","B08006_021E","B08006_021M","B08006_022E","B08006_022M","B08006_023E","B08006_023M","B08006_024E","B08006_024M","B08006_025E","B08006_025M","B08006_026E","B08006_026M","B08006_027E","B08006_027M","B08006_028E","B08006_028M","B08006_029E","B08006_029M","B08006_030E","B08006_030M","B08006_031E","B08006_031M","B08006_032E","B08006_032M","B08006_033E","B08006_033M","B08006_034E","B08006_034M","B08006_035E","B08006_035M","B08006_036E","B08006_036M","B08006_037E","B08006_037M","B08006_038E","B08006_038M","B08006_039E","B08006_039M","B08006_040E","B08006_040M","B08006_041E","B08006_041M","B08006_042E","B08006_042M","B08006_043E","B08006_043M","B08006_044E","B08006_044M","B08006_045E","B08006_045M","B08006_046E","B08006_046M","B08006_047E","B08006_047M","B08006_048E","B08006_048M","B08006_049E","B08006_049M","B08006_050E","B08006_050M","B08006_051E","B08006_051M",
"1600000US0614946","Colusa city, California","2388","270","2223","273","2001","271","222","114","161","108","36","34","25","34","21","20","21","20","0","19","0","19","0","19","0","19","0","19","38","43","14","23","92","72","1321","191","1281","190","1169","188","112","82","108","82","4","6","0","19","12","19","12","19","0","19","0","19","0","19","0","19","0","19","5","10","0","19","23","27","1067","163","942","146","832","149","110","55","53","45","32","31","25","34","9","20","9","20","0","19","0","19","0","19","0","19","0","19","33","39","14","23","69","69",
"1600000US0614974","Commerce city, California","5306","386","4224","429","3858","415","366","151","220","114","97","68","49","61","177","131","177","131","0","21","0","21","0","21","0","21","59","83","153","136","260","139","433","166","2824","316","2237","278","2043","263","194","104","122","74","62","66","10","16","117","114","117","114","0","21","0","21","0","21","0","21","59","83","60","47","132","89","219","131","2482","317","1987","294","1815","290","172","86","98","62","35","32","39","56","60","54","60","54","0","21","0","21","0","21","0","21","0","21","93","124","128","103","214","103",
"1600000US0615030","Comptche CDP, California","65","59","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","65","59","15","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","15","25","50","46","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","50","46",
"1600000US0615044","Compton city, California","40787","1302","36494","1295","31765","1378","4729","579","3403","470","603","190","723","257","1482","353","1133","297","315","164","34","36","0","32","0","32","101","68","244","130","703","211","1763","423","21746","1126","19882","1030","17557","1070","2325","360","1609","286","384","152","332","135","733","239","548","190","178","109","7","10","0","32","0","32","78","59","129","109","308","129","616","224","19041","800","16612","775","14208","768","2404","378","1794","336","219","85","391","194","749","193","585","186","137","93","27","34","0","32","0","32","23","37","115","57","395","131","1147","309",
"1600000US0616000","Concord city, California","61773","1522","44730","1311","38820","1255","5910","649","4263","535","931","270","716","237","4494","621","572","199","2639","464","961","294","322","213","0","32","438","199","1352","495","1442","391","9317","820","33072","1072","24211","948","21320","903","2891","402","2127","366","373","178","391","182","2723","425","279","132","1566","322","614","191","264","217","0","32","197","118","954","422","826","290","4161","556","28701","1120","20519","950","17500","948","3019","417","2136","330","558","200","325","147","1771","398","293","135","1073","326","347","170","58","52","0","32","241","166","398","163","616","228","5156","607",
"1600000US0616035","Concow CDP, California","87","56","80","53","80","53","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","10","38","26","31","25","31","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","10","49","44","49","44","49","44","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1600000US0616090","Contra Costa Centre CDP, California","4756","590","2338","503","2048","399","290","191","216","170","0","19","74","78","1022","334","89","102","543","197","366","252","24","38","0","19","21","33","123","90","157","177","1095","303","2803","428","1237","265","1192","268","45","52","45","52","0","19","0","19","707","241","0","19","416","158","267","179","24","38","0","19","21","33","40","57","157","177","641","238","1953","427","1101","347","856","276","245","183","171","168","0","19","74","78","315","180","89","102","127","85","99","101","0","19","0","19","0","19","83","69","0","19","454","143",
"1600000US0616210","Copperopolis CDP, California","1911","387","1636","353","1532","316","104","127","97","127","7","10","0","14","37","59","37","59","0","14","0","14","0","14","0","14","0","14","48","67","57","69","133","90","852","195","795","173","745","170","50","64","50","64","0","14","0","14","2","7","2","7","0","14","0","14","0","14","0","14","0","14","0","14","7","10","48","58","1059","265","841","245","787","221","54","65","47","64","7","10","0","14","35","58","35","58","0","14","0","14","0","14","0","14","0","14","48","67","50","68","85","67",
"1600000US0616224","Corcoran city, California","4948","527","4649","526","3877","476","772","273","452","197","140","86","180","138","13","18","13","18","0","25","0","25","0","25","0","25","0","25","47","44","58","67","181","101","2609","393","2491","382","2103","345","388","200","229","139","40","50","119","126","0","25","0","25","0","25","0","25","0","25","0","25","0","25","25","29","34","44","59","64","2339","359","2158","355","1774","312","384","133","223","120","100","76","61","61","13","18","13","18","0","25","0","25","0","25","0","25","0","25","22","33","24","29","122","70",
"1600000US0616322","Corning city, California","3215","311","3009","328","2433","413","576","349","346","247","215","251","15","24","0","19","0","19","0","19","0","19","0","19","0","19","8","19","64","65","0","19","134","81","1779","214","1707","218","1379","245","328","206","215","157","113","131","0","19","0","19","0","19","0","19","0","19","0","19","0","19","8","19","55","55","0","19","9","14","1436","218","1302","228","1054","264","248","162","131","109","102","126","15","24","0","19","0","19","0","19","0","19","0","19","0","19","0","19","9","19","0","19","125","79",
"1600000US0616350","Corona city, California","77570","1421","65398","1530","59111","1500","6287","774","4831","628","897","309","559","231","689","187","141","72","39","46","410","118","99","100","0","32","187","94","471","179","1613","370","9212","724","42111","1088","36124","1182","32715","1206","3409","510","2656","418","420","169","333","157","311","132","72","55","0","32","184","69","55","85","0","32","153","77","214","118","928","269","4381","552","35459","1135","29274","1127","26396","1079","2878","402","2175","337","477","248","226","111","378","125","69","55","39","46","226","93","44","50","0","32","34","49","257","105","685","241","4831","521",
"1600000US0616378","Coronado city, California","9025","517","5353","479","4750","441","603","157","480","134","63","53","60","43","52","41","26","22","0","21","0","21","0","21","26","29","332","108","1397","483","252","146","1639","314","5799","448","3434","376","3030","329","404","141","308","110","63","53","33","31","46","36","20","21","0","21","0","21","0","21","26","29","199","76","1171","488","175","138","774","177","3226","306","1919","239","1720","228","199","68","172","68","0","21","27","30","6","14","6","14","0","21","0","21","0","21","0","21","133","69","226","105","77","57","865","171",
"1600000US0616420","Coronita CDP, California","1118","357","902","261","821","251","81","56","81","56","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","216","198","683","303","554","169","539","174","15","17","15","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","129","184","435","165","348","154","282","148","66","53","66","53","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","87","74",
"1600000US0616434","Corralitos CDP, California","968","570","802","534","796","532","6","14","0","14","6","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","28","148","110","509","295","423","277","423","277","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","28","68","61","459","299","379","278","373","277","6","14","0","14","6","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","80","60",
"1600000US0616462","Corte Madera town, California","4649","397","2260","370","1888","385","372","193","325","178","47","71","0","21","242","119","52","50","0","21","0","21","0","21","190","123","77","59","90","73","28","33","1952","335","2593","316","1152","254","973","282","179","123","132","99","47","71","0","21","160","95","40","47","0","21","0","21","0","21","120","91","77","59","42","49","16","26","1146","246","2056","299","1108","226","915","196","193","123","193","123","0","21","0","21","82","73","12","20","0","21","0","21","0","21","70","69","0","21","48","45","12","20","806","240",
"1600000US0616532","Costa Mesa city, California","63321","1358","46316","1371","41315","1376","5001","664","3789","674","732","246","480","232","984","314","956","316","0","32","21","26","0","32","7","12","648","181","1435","332","1257","320","12681","821","34761","1227","25358","1157","22833","1089","2525","421","1855","361","394","191","276","138","577","255","561","255","0","32","9","15","0","32","7","12","467","203","768","279","891","262","6700","674","28560","1069","20958","989","18482","966","2476","395","1934","409","338","174","204","111","407","164","395","167","0","32","12","19","0","32","0","32","181","92","667","214","366","172","5981","582",
